asset_id,organization_id,business_unit_id,asset_name,asset_type,operating_system,environment,cloud_provider,region,internet_exposed,asset_owner,business_service,data_classification,asset_criticality,confidentiality_score,integrity_score,availability_score,revenue_dependency,customer_dependency,regulatory_dependency,dependency_count,asset_age_days,current_risk_score
AST-06555,ORG-002,BU-0006,Workstation 6555,Workstation,Windows 11,Development,Azure,ap-south-1,False,owner_404@corp.com,DevOps Pipeline,Confidential,Medium,3,6,4,0.48,0.39,0.32,14,322,6.0
AST-06556,ORG-016,BU-0100,Payment Gateway 6556,Payment Gateway,Linux,Production,On-Premise,eu-west-1,False,owner_408@corp.com,Data Analytics,Confidential,High,9,7,7,0.74,0.21,0.07,14,1803,5.5
AST-06557,ORG-016,BU-0102,Firewall 6557,Firewall,Proprietary,Production,AWS,ap-southeast-1,True,owner_177@corp.com,DevOps Pipeline,Confidential,Critical,10,8,9,0.44,0.8,0.11,10,676,10
AST-06558,ORG-009,BU-0055,IoT Device 6558,IoT Device,Embedded,Production,AWS,ap-south-1,False,owner_335@corp.com,Email,Confidential,Critical,8,10,9,0.3,0.22,0.34,15,2453,8.8
AST-06559,ORG-021,BU-0127,Application Server 6559,Application Server,Windows Server 2022,Production,On-Premise,eu-west-1,True,owner_165@corp.com,Email,Highly Confidential,High,6,7,8,0.47,0.24,0.93,10,1867,8.0
AST-06560,ORG-002,BU-0009,Email Server 6560,Email Server,Windows Server 2019,Production,Azure,ap-south-1,False,owner_12@corp.com,Data Analytics,Highly Confidential,High,7,9,6,0.42,0.27,0.51,15,343,8.4
AST-06561,ORG-010,BU-0059,Employee Laptop 6561,Employee Laptop,Windows 11,Production,On-Premise,ap-southeast-1,False,owner_430@corp.com,CRM,Confidential,High,9,9,9,0.55,0.3,0.23,6,1790,6.7
AST-06562,ORG-024,BU-0142,Web Server 6562,Web Server,Windows Server 2022,Staging,GCP,ap-southeast-1,False,owner_403@corp.com,Email,Confidential,Low,1,1,1,0.16,0.37,0.37,1,434,1.4
AST-06563,ORG-020,BU-0121,Employee Laptop 6563,Employee Laptop,macOS Ventura,Production,Azure,ap-south-1,False,owner_266@corp.com,API Platform,Confidential,Critical,8,10,10,0.58,0.24,0.08,7,1320,6.8
AST-06564,ORG-008,BU-0047,CI/CD Server 6564,CI/CD Server,Linux,Development,AWS,ap-southeast-1,False,owner_370@corp.com,File Sharing,Highly Confidential,Low,3,1,1,0.26,0.05,0.85,13,1492,1.1
AST-06565,ORG-015,BU-0089,SaaS Application 6565,SaaS Application,SaaS,Production,GCP,ap-southeast-1,False,owner_103@corp.com,ERP,Highly Confidential,High,7,8,8,0.48,0.0,0.95,2,420,6.6
AST-06566,ORG-016,BU-0099,Domain Controller 6566,Domain Controller,Windows Server 2022,Production,On-Premise,ap-southeast-1,False,owner_474@corp.com,Customer Portal,Confidential,High,6,6,7,0.91,0.07,0.28,3,1741,8.1
AST-06567,ORG-005,BU-0027,Database Server 6567,Database Server,Windows Server 2019,Production,On-Premise,ap-southeast-1,False,owner_249@corp.com,HR System,Highly Confidential,High,8,7,6,0.61,0.31,0.58,15,1034,8.5
AST-06568,ORG-008,BU-0050,Storage Bucket 6568,Storage Bucket,N/A,Development,GCP,eu-west-1,False,owner_476@corp.com,ERP,Highly Confidential,Low,1,1,1,0.2,0.08,0.65,7,275,2.0
AST-06569,ORG-001,BU-0002,IAM System 6569,IAM System,SaaS,Production,GCP,ap-southeast-1,False,owner_143@corp.com,CRM,Highly Confidential,High,9,8,9,0.97,0.24,0.56,7,1343,5.1
AST-06570,ORG-016,BU-0100,VPN Gateway 6570,VPN Gateway,Linux,Production,On-Premise,ap-south-1,False,owner_192@corp.com,Supply Chain,Confidential,Critical,9,8,10,0.7,0.04,0.04,7,2098,6.0
AST-06571,ORG-022,BU-0129,VPN Gateway 6571,VPN Gateway,Linux,Production,AWS,ap-southeast-1,False,owner_420@corp.com,CRM,Confidential,High,6,6,6,0.55,0.15,0.21,14,792,4.3
AST-06572,ORG-004,BU-0018,Application Server 6572,Application Server,Linux,Production,On-Premise,ap-southeast-1,False,owner_80@corp.com,Payment Processing,Highly Confidential,High,7,6,9,0.57,0.3,0.62,5,2461,6.9
AST-06573,ORG-022,BU-0132,Workstation 6573,Workstation,Ubuntu 22.04,Development,On-Premise,ap-southeast-1,False,owner_99@corp.com,Email,Public,Low,2,1,1,0.48,0.26,0.37,3,1522,2.3
AST-06574,ORG-018,BU-0115,Payment Gateway 6574,Payment Gateway,Linux,Production,On-Premise,ap-south-1,True,owner_499@corp.com,Security Ops,Highly Confidential,High,6,9,8,0.9,0.5,0.98,8,1279,8.1
AST-06575,ORG-014,BU-0086,IoT Device 6575,IoT Device,Embedded,Production,On-Premise,us-east-1,True,owner_396@corp.com,Email,Highly Confidential,High,8,6,6,0.97,0.86,0.57,7,1490,10
AST-06576,ORG-015,BU-0094,Database Server 6576,Database Server,Windows Server 2019,Production,On-Premise,ap-southeast-1,False,owner_423@corp.com,HR System,Confidential,High,7,7,6,0.45,0.1,0.28,2,1143,4.2
AST-06577,ORG-024,BU-0142,Email Server 6577,Email Server,Windows Server 2019,Production,On-Premise,us-east-1,False,owner_169@corp.com,Core Banking,Confidential,Medium,5,3,5,0.04,0.28,0.29,11,191,4.0
AST-06578,ORG-004,BU-0022,Web Server 6578,Web Server,Linux,Production,AWS,us-east-1,False,owner_162@corp.com,Payment Processing,Highly Confidential,High,6,8,6,0.55,0.18,0.52,7,1542,5.8
AST-06579,ORG-008,BU-0047,Firewall 6579,Firewall,Proprietary,Production,Azure,us-east-1,False,owner_473@corp.com,Communication,Highly Confidential,Critical,8,10,10,0.94,0.25,0.83,4,627,5.5
AST-06580,ORG-025,BU-0148,Storage Bucket 6580,Storage Bucket,N/A,Development,AWS,ap-southeast-1,False,owner_72@corp.com,API Platform,Confidential,Low,1,1,1,0.08,0.28,0.12,6,2019,1.3
AST-06581,ORG-008,BU-0050,Firewall 6581,Firewall,Proprietary,Production,Azure,us-east-1,False,owner_32@corp.com,Supply Chain,Highly Confidential,Critical,9,10,10,0.94,0.38,0.95,8,680,10
AST-06582,ORG-025,BU-0152,Email Server 6582,Email Server,Windows Server 2019,Production,On-Premise,eu-west-1,False,owner_114@corp.com,CRM,Public,Medium,4,6,3,0.2,0.34,0.3,6,307,4.1
AST-06583,ORG-021,BU-0128,Storage Bucket 6583,Storage Bucket,N/A,Development,AWS,eu-west-1,False,owner_455@corp.com,HR System,Internal,Low,2,2,1,0.33,0.18,0.44,9,2380,2.2
AST-06584,ORG-018,BU-0113,Application Server 6584,Application Server,Linux,Production,GCP,us-east-1,True,owner_448@corp.com,Core Banking,Confidential,High,9,9,8,0.8,0.94,0.03,2,1868,6.5
AST-06585,ORG-014,BU-0088,Application Server 6585,Application Server,Linux,Development,AWS,us-east-1,False,owner_223@corp.com,DevOps Pipeline,Highly Confidential,Low,3,1,1,0.37,0.22,0.81,1,267,1.2
AST-06586,ORG-012,BU-0075,Application Server 6586,Application Server,Windows Server 2022,Development,AWS,eu-west-1,False,owner_438@corp.com,Supply Chain,Confidential,Low,2,2,1,0.47,0.27,0.25,9,1813,1.2
AST-06587,ORG-024,BU-0140,IoT Device 6587,IoT Device,Embedded,Production,AWS,us-east-1,False,owner_65@corp.com,Core Banking,Confidential,Critical,10,10,10,0.82,0.08,0.16,7,2144,8.5
AST-06588,ORG-013,BU-0077,IAM System 6588,IAM System,SaaS,Production,On-Premise,ap-south-1,True,owner_42@corp.com,Customer Portal,Confidential,Critical,8,10,10,0.92,0.37,0.26,2,2294,10
AST-06589,ORG-002,BU-0008,Firewall 6589,Firewall,Proprietary,Production,AWS,us-east-1,False,owner_27@corp.com,CRM,Confidential,Medium,5,6,3,0.29,0.13,0.25,5,1126,5.0
AST-06590,ORG-025,BU-0151,Application Server 6590,Application Server,Linux,Production,On-Premise,ap-southeast-1,True,owner_73@corp.com,Core Banking,Confidential,Medium,3,5,4,0.07,0.41,0.07,3,1459,6.0
AST-06591,ORG-006,BU-0036,Kubernetes Cluster 6591,Kubernetes Cluster,Linux,Production,AWS,eu-west-1,False,owner_210@corp.com,Data Analytics,Public,Medium,4,3,6,0.35,0.0,0.32,0,30,5.3
AST-06592,ORG-017,BU-0103,Domain Controller 6592,Domain Controller,Windows Server 2022,Production,AWS,eu-west-1,True,owner_52@corp.com,CRM,Highly Confidential,High,6,6,6,0.45,1.0,0.81,10,1329,8.4
AST-06593,ORG-010,BU-0059,Payment Gateway 6593,Payment Gateway,Linux,Production,Azure,ap-south-1,False,owner_101@corp.com,Payment Processing,Confidential,High,8,7,6,0.6,0.24,0.38,12,2276,9.1
AST-06594,ORG-001,BU-0002,Web Server 6594,Web Server,Linux,Production,GCP,us-east-1,False,owner_225@corp.com,Data Analytics,Highly Confidential,High,8,9,6,0.78,0.33,0.62,13,1725,5.3
AST-06595,ORG-006,BU-0037,Employee Laptop 6595,Employee Laptop,Windows 11,Production,GCP,ap-southeast-1,False,owner_98@corp.com,Supply Chain,Highly Confidential,Medium,4,5,5,0.34,0.11,0.55,10,1297,4.7
AST-06596,ORG-004,BU-0022,VPN Gateway 6596,VPN Gateway,Linux,Production,AWS,us-east-1,False,owner_21@corp.com,Supply Chain,Confidential,Critical,9,10,10,0.53,0.28,0.4,4,2414,9.3
AST-06597,ORG-003,BU-0013,Application Server 6597,Application Server,Windows Server 2022,Development,On-Premise,eu-west-1,False,owner_399@corp.com,Email,Public,Low,1,2,1,0.47,0.22,0.07,14,782,2.0
AST-06598,ORG-023,BU-0137,Storage Bucket 6598,Storage Bucket,N/A,Development,GCP,ap-southeast-1,False,owner_318@corp.com,Communication,Internal,Medium,3,4,3,0.32,0.38,0.06,15,2083,5.4
AST-06599,ORG-020,BU-0124,Employee Laptop 6599,Employee Laptop,macOS Ventura,Production,Azure,us-east-1,True,owner_15@corp.com,Communication,Confidential,High,7,9,6,0.89,0.96,0.14,9,1822,8.4
AST-06600,ORG-010,BU-0058,IoT Device 6600,IoT Device,Embedded,Production,GCP,ap-south-1,True,owner_301@corp.com,Data Analytics,Public,Medium,5,3,4,0.38,0.75,0.47,7,991,6.6
AST-06601,ORG-023,BU-0139,Workstation 6601,Workstation,Ubuntu 22.04,Development,GCP,ap-southeast-1,False,owner_185@corp.com,Customer Portal,Internal,Medium,4,3,3,0.46,0.19,0.05,9,861,3.3
AST-06602,ORG-015,BU-0091,Employee Laptop 6602,Employee Laptop,Windows 11,Production,GCP,ap-southeast-1,False,owner_26@corp.com,HR System,Confidential,High,7,8,6,0.65,0.36,0.43,13,38,8.2
AST-06603,ORG-015,BU-0096,Storage Bucket 6603,Storage Bucket,N/A,Development,On-Premise,us-east-1,False,owner_339@corp.com,Customer Portal,Internal,Low,3,1,1,0.03,0.04,0.42,12,1112,1.8
AST-06604,ORG-020,BU-0124,API Gateway 6604,API Gateway,Linux,Staging,On-Premise,us-east-1,False,owner_492@corp.com,File Sharing,Internal,Low,1,2,1,0.05,0.06,0.24,7,633,2.3
AST-06605,ORG-002,BU-0008,Kubernetes Cluster 6605,Kubernetes Cluster,Linux,Staging,On-Premise,eu-west-1,False,owner_461@corp.com,Data Analytics,Internal,Medium,4,5,6,0.12,0.01,0.36,3,428,3.3
AST-06606,ORG-005,BU-0026,File Server 6606,File Server,Windows Server 2019,Production,On-Premise,ap-south-1,False,owner_73@corp.com,Customer Portal,Highly Confidential,Critical,9,9,9,0.87,0.35,0.89,15,356,6.6
AST-06607,ORG-021,BU-0127,File Server 6607,File Server,Linux,Production,Azure,ap-southeast-1,False,owner_230@corp.com,File Sharing,Confidential,High,6,6,7,0.35,0.23,0.34,10,1983,5.4
AST-06608,ORG-004,BU-0023,File Server 6608,File Server,Windows Server 2019,Production,AWS,ap-south-1,True,owner_325@corp.com,Payment Processing,Highly Confidential,High,7,8,7,0.45,0.57,0.9,1,1413,8.5
AST-06609,ORG-008,BU-0050,Domain Controller 6609,Domain Controller,Windows Server 2022,Production,Azure,ap-south-1,False,owner_152@corp.com,Payment Processing,Confidential,Critical,9,9,10,0.69,0.17,0.01,11,1354,9.4
AST-06610,ORG-015,BU-0096,Payment Gateway 6610,Payment Gateway,Linux,Production,GCP,eu-west-1,False,owner_364@corp.com,Communication,Confidential,Medium,3,6,4,0.04,0.35,0.25,0,1294,3.5
AST-06611,ORG-018,BU-0111,IoT Device 6611,IoT Device,Embedded,Production,On-Premise,us-east-1,False,owner_198@corp.com,Email,Highly Confidential,High,6,6,9,0.46,0.27,0.61,10,953,8.3
AST-06612,ORG-014,BU-0084,File Server 6612,File Server,Windows Server 2019,Production,On-Premise,us-east-1,True,owner_417@corp.com,Supply Chain,Public,Medium,6,3,6,0.15,0.5,0.21,14,89,5.6
AST-06613,ORG-010,BU-0059,Storage Bucket 6613,Storage Bucket,N/A,Production,On-Premise,us-east-1,False,owner_283@corp.com,File Sharing,Confidential,High,6,7,6,0.46,0.3,0.14,2,80,8.2
AST-06614,ORG-013,BU-0081,IAM System 6614,IAM System,SaaS,Production,AWS,ap-south-1,False,owner_253@corp.com,Customer Portal,Public,Medium,3,4,6,0.29,0.05,0.32,14,330,4.5
AST-06615,ORG-012,BU-0071,IoT Device 6615,IoT Device,Embedded,Production,On-Premise,us-east-1,False,owner_163@corp.com,Core Banking,Highly Confidential,Medium,4,4,4,0.31,0.36,0.8,13,1405,3.2
AST-06616,ORG-003,BU-0014,Web Server 6616,Web Server,Windows Server 2022,Staging,On-Premise,ap-southeast-1,False,owner_19@corp.com,Communication,Confidential,Low,1,3,3,0.41,0.33,0.44,0,1399,2.3
AST-06617,ORG-011,BU-0064,Storage Bucket 6617,Storage Bucket,N/A,Development,Azure,ap-southeast-1,False,owner_17@corp.com,Communication,Highly Confidential,Low,1,3,1,0.22,0.36,0.72,5,360,1.7
AST-06618,ORG-010,BU-0057,Email Server 6618,Email Server,Linux,Production,Azure,us-east-1,False,owner_120@corp.com,DevOps Pipeline,Confidential,Medium,5,3,4,0.15,0.17,0.44,6,1229,4.5
AST-06619,ORG-022,BU-0130,VPN Gateway 6619,VPN Gateway,Linux,Production,Azure,ap-southeast-1,False,owner_346@corp.com,Core Banking,Highly Confidential,High,6,7,6,0.32,0.11,0.88,13,236,4.4
AST-06620,ORG-015,BU-0090,Web Server 6620,Web Server,Linux,Staging,GCP,eu-west-1,False,owner_492@corp.com,API Platform,Public,Low,3,1,1,0.06,0.02,0.44,3,2345,2.1
AST-06621,ORG-007,BU-0042,Domain Controller 6621,Domain Controller,Windows Server 2022,Production,GCP,ap-southeast-1,True,owner_39@corp.com,Data Analytics,Confidential,High,7,6,7,0.5,0.68,0.25,3,2140,10
AST-06622,ORG-020,BU-0123,Workstation 6622,Workstation,Ubuntu 22.04,Development,On-Premise,ap-south-1,False,owner_207@corp.com,Email,Confidential,Low,1,1,2,0.44,0.16,0.06,15,538,2.4
AST-06623,ORG-020,BU-0121,Application Server 6623,Application Server,Linux,Development,GCP,ap-southeast-1,False,owner_216@corp.com,Customer Portal,Highly Confidential,Low,2,3,1,0.49,0.34,0.84,5,954,2.3
AST-06624,ORG-014,BU-0085,Firewall 6624,Firewall,Proprietary,Production,GCP,ap-south-1,False,owner_343@corp.com,Supply Chain,Confidential,Critical,9,10,10,0.38,0.1,0.33,14,128,10
AST-06625,ORG-022,BU-0131,Domain Controller 6625,Domain Controller,Windows Server 2022,Production,Azure,us-east-1,False,owner_325@corp.com,API Platform,Confidential,High,7,8,9,0.51,0.16,0.37,10,1710,6.3
AST-06626,ORG-003,BU-0017,CI/CD Server 6626,CI/CD Server,Linux,Development,On-Premise,eu-west-1,False,owner_40@corp.com,File Sharing,Internal,Low,1,1,3,0.16,0.15,0.48,8,2207,1.5
AST-06627,ORG-007,BU-0038,Database Server 6627,Database Server,Windows Server 2019,Production,GCP,ap-southeast-1,True,owner_403@corp.com,Security Ops,Confidential,Critical,9,10,10,0.5,0.68,0.3,4,640,10
AST-06628,ORG-023,BU-0138,VPN Gateway 6628,VPN Gateway,Linux,Production,AWS,eu-west-1,True,owner_318@corp.com,Payment Processing,Confidential,Critical,9,10,8,0.7,0.94,0.13,13,1541,10
AST-06629,ORG-003,BU-0011,CI/CD Server 6629,CI/CD Server,Linux,Development,GCP,ap-southeast-1,False,owner_495@corp.com,CRM,Highly Confidential,Low,1,1,1,0.34,0.03,0.99,9,200,1.9
AST-06630,ORG-001,BU-0004,Cloud VM 6630,Cloud VM,Windows Server 2022,Testing,GCP,ap-south-1,False,owner_140@corp.com,Data Analytics,Internal,Low,2,1,2,0.19,0.36,0.42,0,1019,1.3
AST-06631,ORG-014,BU-0085,Kubernetes Cluster 6631,Kubernetes Cluster,Linux,Production,GCP,ap-south-1,True,owner_281@corp.com,Security Ops,Highly Confidential,Critical,8,10,10,0.83,0.32,0.73,5,1548,10
AST-06632,ORG-013,BU-0082,CI/CD Server 6632,CI/CD Server,Linux,Development,AWS,ap-south-1,False,owner_415@corp.com,Payment Processing,Internal,Medium,6,3,4,0.14,0.21,0.3,13,1084,3.5
AST-06633,ORG-009,BU-0056,Database Server 6633,Database Server,Windows Server 2019,Production,On-Premise,eu-west-1,False,owner_375@corp.com,ERP,Highly Confidential,High,6,8,9,0.37,0.18,0.53,7,886,4.6
AST-06634,ORG-023,BU-0136,Database Server 6634,Database Server,Windows Server 2019,Production,On-Premise,eu-west-1,False,owner_240@corp.com,HR System,Confidential,High,9,7,6,0.41,0.06,0.17,8,2019,4.4
AST-06635,ORG-022,BU-0132,SaaS Application 6635,SaaS Application,SaaS,Production,On-Premise,us-east-1,True,owner_399@corp.com,Core Banking,Highly Confidential,High,6,6,8,0.7,0.8,0.79,13,1391,6.7
AST-06636,ORG-006,BU-0034,Cloud VM 6636,Cloud VM,Windows Server 2022,Testing,Azure,us-east-1,False,owner_302@corp.com,CRM,Confidential,Medium,5,3,5,0.41,0.08,0.22,1,1546,2.5
AST-06637,ORG-024,BU-0143,Web Server 6637,Web Server,Windows Server 2022,Production,On-Premise,ap-south-1,True,owner_343@corp.com,File Sharing,Highly Confidential,High,8,9,8,0.86,0.78,0.59,3,1254,6.8
AST-06638,ORG-003,BU-0014,Database Server 6638,Database Server,Windows Server 2019,Production,On-Premise,ap-southeast-1,False,owner_287@corp.com,File Sharing,Confidential,Medium,5,3,6,0.01,0.31,0.44,0,899,4.2
AST-06639,ORG-021,BU-0128,Domain Controller 6639,Domain Controller,Windows Server 2022,Production,GCP,ap-southeast-1,False,owner_202@corp.com,Customer Portal,Highly Confidential,Critical,10,10,9,0.69,0.06,0.99,15,1408,6.6
AST-06640,ORG-011,BU-0068,Domain Controller 6640,Domain Controller,Windows Server 2022,Production,Azure,us-east-1,False,owner_404@corp.com,API Platform,Highly Confidential,High,6,7,9,0.45,0.4,0.68,14,1641,4.6
AST-06641,ORG-002,BU-0007,Workstation 6641,Workstation,Windows 11,Production,On-Premise,ap-southeast-1,False,owner_302@corp.com,Email,Confidential,High,8,8,9,0.52,0.13,0.32,6,1381,8.3
AST-06642,ORG-025,BU-0152,CI/CD Server 6642,CI/CD Server,Linux,Development,AWS,eu-west-1,False,owner_118@corp.com,CRM,Internal,Medium,6,3,3,0.23,0.02,0.08,3,2178,2.7
AST-06643,ORG-008,BU-0050,Payment Gateway 6643,Payment Gateway,Linux,Production,On-Premise,ap-south-1,False,owner_52@corp.com,File Sharing,Confidential,High,8,9,7,0.51,0.22,0.42,10,2184,4.3
AST-06644,ORG-025,BU-0147,Workstation 6644,Workstation,Ubuntu 22.04,Production,GCP,ap-southeast-1,False,owner_494@corp.com,API Platform,Confidential,Critical,9,9,8,0.69,0.12,0.42,1,2337,8.1
AST-06645,ORG-013,BU-0076,Network Device 6645,Network Device,Proprietary,Production,Azure,eu-west-1,True,owner_28@corp.com,HR System,Confidential,High,9,6,6,0.87,0.78,0.36,12,713,9.7
AST-06646,ORG-008,BU-0044,SaaS Application 6646,SaaS Application,SaaS,Production,Azure,eu-west-1,False,owner_137@corp.com,CRM,Confidential,High,8,6,6,0.89,0.24,0.26,12,344,6.2
AST-06647,ORG-016,BU-0098,Employee Laptop 6647,Employee Laptop,macOS Ventura,Production,AWS,ap-south-1,True,owner_403@corp.com,Data Analytics,Confidential,High,8,6,7,0.59,0.41,0.0,5,952,10
AST-06648,ORG-013,BU-0076,Storage Bucket 6648,Storage Bucket,N/A,Development,GCP,ap-south-1,False,owner_96@corp.com,Supply Chain,Highly Confidential,Medium,6,5,6,0.06,0.0,0.98,5,2243,3.5
AST-06649,ORG-005,BU-0026,Firewall 6649,Firewall,Proprietary,Production,GCP,eu-west-1,False,owner_74@corp.com,Communication,Highly Confidential,High,8,6,8,0.79,0.37,0.82,2,1708,6.2
AST-06650,ORG-013,BU-0081,Payment Gateway 6650,Payment Gateway,Linux,Production,On-Premise,eu-west-1,False,owner_282@corp.com,File Sharing,Public,Medium,4,4,5,0.38,0.21,0.23,8,1647,5.2
AST-06651,ORG-005,BU-0031,Email Server 6651,Email Server,Windows Server 2019,Production,GCP,us-east-1,False,owner_123@corp.com,Security Ops,Highly Confidential,Medium,6,6,6,0.37,0.03,0.5,9,1073,3.1
AST-06652,ORG-011,BU-0067,Domain Controller 6652,Domain Controller,Windows Server 2022,Production,AWS,us-east-1,True,owner_316@corp.com,CRM,Confidential,Medium,5,5,5,0.37,0.72,0.09,9,827,5.1
AST-06653,ORG-011,BU-0066,IoT Device 6653,IoT Device,Embedded,Production,AWS,ap-southeast-1,False,owner_223@corp.com,ERP,Confidential,High,9,7,9,0.75,0.15,0.3,2,189,6.8
AST-06654,ORG-018,BU-0115,VPN Gateway 6654,VPN Gateway,Linux,Production,AWS,us-east-1,False,owner_45@corp.com,DevOps Pipeline,Highly Confidential,Critical,9,9,10,0.98,0.32,0.87,11,1875,10
AST-06655,ORG-010,BU-0058,Employee Laptop 6655,Employee Laptop,Windows 11,Production,GCP,ap-south-1,False,owner_469@corp.com,Data Analytics,Confidential,Medium,3,6,6,0.24,0.13,0.27,3,2129,3.7
AST-06656,ORG-021,BU-0126,Database Server 6656,Database Server,Windows Server 2019,Production,GCP,ap-southeast-1,False,owner_100@corp.com,Supply Chain,Confidential,Critical,10,8,10,0.4,0.34,0.01,3,299,6.5
AST-06657,ORG-017,BU-0106,IAM System 6657,IAM System,SaaS,Production,AWS,ap-south-1,False,owner_345@corp.com,Data Analytics,Highly Confidential,Critical,10,10,10,0.46,0.07,0.96,2,978,8.9
AST-06658,ORG-025,BU-0149,CI/CD Server 6658,CI/CD Server,Linux,Development,AWS,eu-west-1,False,owner_162@corp.com,Security Ops,Highly Confidential,Medium,5,5,5,0.13,0.13,0.95,13,952,3.6
AST-06659,ORG-025,BU-0148,Storage Bucket 6659,Storage Bucket,N/A,Production,AWS,ap-southeast-1,False,owner_269@corp.com,Communication,Confidential,Medium,6,4,3,0.3,0.22,0.47,1,1596,2.8
AST-06660,ORG-006,BU-0033,IoT Device 6660,IoT Device,Embedded,Production,GCP,ap-south-1,False,owner_353@corp.com,Payment Processing,Confidential,Critical,10,10,10,0.91,0.39,0.39,8,1649,8.9
AST-06661,ORG-020,BU-0124,Firewall 6661,Firewall,Proprietary,Production,Azure,eu-west-1,False,owner_171@corp.com,CRM,Highly Confidential,High,7,9,9,0.49,0.29,0.82,11,53,5.4
AST-06662,ORG-006,BU-0037,Web Server 6662,Web Server,Linux,Production,AWS,eu-west-1,False,owner_433@corp.com,DevOps Pipeline,Public,Medium,3,6,5,0.17,0.32,0.36,9,1310,3.3
AST-06663,ORG-021,BU-0127,Payment Gateway 6663,Payment Gateway,Linux,Production,AWS,eu-west-1,False,owner_462@corp.com,File Sharing,Highly Confidential,Critical,8,8,9,0.79,0.26,0.76,3,1540,8.5
AST-06664,ORG-016,BU-0102,Database Server 6664,Database Server,Windows Server 2019,Production,GCP,ap-south-1,False,owner_459@corp.com,API Platform,Highly Confidential,High,7,7,9,0.95,0.34,0.73,11,1826,6.9
AST-06665,ORG-025,BU-0151,Database Server 6665,Database Server,Linux,Production,AWS,us-east-1,False,owner_124@corp.com,Payment Processing,Highly Confidential,High,9,9,7,0.93,0.28,0.7,10,215,5.5
