remediation_id,vulnerability_id,asset_id,recommended_action,action_category,estimated_cost,implementation_time_days,expected_risk_reduction,expected_loss_reduction,priority,required_control,dependency,recommended_deadline,status
REM-017818,VULN-002422,AST-06233,Upgrade firewall,Network,158903,29,31.7,901156,High,CTRL-0245,None,2026-10-03,Pending
REM-017819,VULN-025387,AST-06789,Enable MFA,Identity,28386,16,42.5,86138,Medium,CTRL-0226,None,2026-09-23,Completed
REM-017820,VULN-014228,AST-02642,Fix cloud configuration,Cloud,11454,2,21.0,95429,High,CTRL-0141,Requires budget approval,2026-09-10,Completed
REM-017821,VULN-016789,AST-07591,Apply least privilege,Identity,22764,17,41.0,337521,High,CTRL-0129,Requires downtime window,2026-09-21,Pending
REM-017822,VULN-020351,AST-04384,Encrypt database,Data Protection,69368,13,24.3,448163,Medium,CTRL-0301,None,2026-09-28,Completed
REM-017823,VULN-025935,AST-07572,Encrypt database,Data Protection,56280,12,21.5,609585,Medium,CTRL-0272,Requires downtime window,2026-09-22,Pending
REM-017824,VULN-003593,AST-01487,Network segmentation,Network,193976,27,29.5,1472785,High,CTRL-0246,Requires budget approval,2026-10-10,In Progress
REM-017825,VULN-012788,AST-06710,Fix cloud configuration,Cloud,9274,8,27.1,68612,High,CTRL-0096,None,2026-09-14,Pending
REM-017826,VULN-001366,AST-02854,Apply least privilege,Identity,37691,13,28.1,212428,Low,CTRL-0111,Requires downtime window,2026-09-30,Completed
REM-017827,VULN-024731,AST-04621,Encrypt database,Data Protection,69148,17,26.3,848134,Medium,CTRL-0027,None,2026-09-29,Pending
REM-017828,VULN-011087,AST-08726,Disable account,Identity,2583,3,17.2,33813,Medium,CTRL-0229,Requires downtime window,2026-09-08,Pending
REM-017829,VULN-002527,AST-09650,Patch vulnerability,Patching,21571,1,67.7,305364,Medium,CTRL-0240,Requires budget approval,2026-09-17,Completed
REM-017830,VULN-017215,AST-03490,Network segmentation,Network,212963,27,35.8,2633207,High,CTRL-0256,Requires vendor coordination,2026-10-01,Overdue
REM-017831,VULN-003249,AST-08394,Enable backup,Resilience,40811,9,35.8,208293,Low,CTRL-0327,Requires change approval,2026-09-15,Completed
REM-017832,VULN-004889,AST-05748,Upgrade firewall,Network,251188,31,32.3,2928005,Medium,CTRL-0037,Requires vendor coordination,2026-10-19,Completed
REM-017833,VULN-015801,AST-08330,Patch vulnerability,Patching,16603,5,70.8,134311,Low,CTRL-0237,Requires downtime window,2026-09-14,In Progress
REM-017834,VULN-002845,AST-05829,Apply least privilege,Identity,32799,8,37.9,246689,High,CTRL-0068,Requires change approval,2026-09-23,Completed
REM-017835,VULN-013706,AST-01045,Increase monitoring,Monitoring,50390,7,16.0,634383,High,CTRL-0027,Requires downtime window,2026-09-24,In Progress
REM-017836,VULN-011914,AST-04113,Enable MFA,Identity,27467,4,32.3,176611,High,CTRL-0250,Requires budget approval,2026-09-14,Pending
REM-017837,VULN-014698,AST-02676,Disable account,Identity,2274,5,15.9,8140,Medium,CTRL-0159,None,2026-09-11,Completed
REM-017838,VULN-000429,AST-06992,Enable backup,Resilience,57793,8,56.7,267519,Low,CTRL-0101,Requires downtime window,2026-09-21,In Progress
REM-017839,VULN-006263,AST-05441,Network segmentation,Network,181962,33,30.8,2651223,Medium,CTRL-0187,Requires downtime window,2026-10-11,In Progress
REM-017840,VULN-017828,AST-08626,Deploy EDR,Endpoint,71748,19,45.9,352393,Critical,CTRL-0073,Requires vendor coordination,2026-10-07,Pending
REM-017841,VULN-002000,AST-03279,Patch vulnerability,Patching,18875,3,55.3,279496,High,CTRL-0019,Requires budget approval,2026-09-14,Pending
REM-017842,VULN-008428,AST-04313,Patch vulnerability,Patching,15777,13,49.9,102502,High,CTRL-0381,Requires budget approval,2026-09-26,Completed
REM-017843,VULN-024189,AST-02207,Fix cloud configuration,Cloud,7962,10,28.4,100614,Low,CTRL-0255,None,2026-09-17,Completed
REM-017844,VULN-001285,AST-03910,Increase monitoring,Monitoring,61217,14,22.3,892492,Medium,CTRL-0270,None,2026-09-18,Completed
REM-017845,VULN-028411,AST-00764,Fix cloud configuration,Cloud,10661,7,22.4,95952,Low,CTRL-0088,Requires change approval,2026-09-21,Pending
REM-017846,VULN-014644,AST-07837,Upgrade firewall,Network,245755,31,22.4,1390149,Medium,CTRL-0132,Requires change approval,2026-10-14,Completed
REM-017847,VULN-018347,AST-08293,Apply least privilege,Identity,39763,11,31.8,423962,High,CTRL-0157,Requires change approval,2026-09-17,In Progress
REM-017848,VULN-004586,AST-00843,Enable MFA,Identity,24568,15,36.8,364902,High,CTRL-0222,Requires vendor coordination,2026-09-20,In Progress
REM-017849,VULN-019531,AST-04283,Apply least privilege,Identity,29011,13,27.3,304493,Medium,CTRL-0374,Requires vendor coordination,2026-09-18,Pending
REM-017850,VULN-001147,AST-02158,Fix cloud configuration,Cloud,14536,7,28.8,210870,Medium,CTRL-0379,Requires downtime window,2026-09-21,In Progress
REM-017851,VULN-027706,AST-08965,Enable MFA,Identity,21011,10,39.4,301592,Low,CTRL-0200,Requires budget approval,2026-09-24,Completed
REM-017852,VULN-005958,AST-06927,Network segmentation,Network,115304,35,35.3,425304,Medium,CTRL-0171,None,2026-10-20,In Progress
REM-017853,VULN-013676,AST-02771,Fix cloud configuration,Cloud,11454,3,33.2,133519,Medium,CTRL-0110,Requires budget approval,2026-09-14,Pending
REM-017854,VULN-008540,AST-01066,Increase monitoring,Monitoring,61038,5,19.8,665735,Medium,CTRL-0250,Requires downtime window,2026-09-13,In Progress
REM-017855,VULN-018223,AST-09660,Apply least privilege,Identity,44574,10,28.2,641164,Low,CTRL-0050,Requires downtime window,2026-09-19,Completed
REM-017856,VULN-003509,AST-05196,Fix cloud configuration,Cloud,10662,8,21.6,138843,High,CTRL-0234,Requires vendor coordination,2026-09-15,In Progress
REM-017857,VULN-012656,AST-04920,Deploy EDR,Endpoint,109619,24,37.1,974069,High,CTRL-0351,Requires change approval,2026-10-02,Pending
REM-017858,VULN-016466,AST-00274,Patch vulnerability,Patching,22064,2,58.5,270528,High,CTRL-0331,Requires budget approval,2026-09-13,Completed
REM-017859,VULN-017416,AST-08913,Encrypt database,Data Protection,77824,9,24.6,1041474,Low,CTRL-0373,Requires vendor coordination,2026-09-22,In Progress
REM-017860,VULN-025863,AST-07818,Enable MFA,Identity,14176,15,33.0,107136,Medium,CTRL-0234,Requires downtime window,2026-09-28,In Progress
REM-017861,VULN-029625,AST-05990,Encrypt database,Data Protection,64871,19,27.7,811486,High,CTRL-0044,Requires budget approval,2026-10-07,Pending
REM-017862,VULN-013114,AST-03980,Fix cloud configuration,Cloud,7003,3,26.1,97159,Low,CTRL-0109,None,2026-09-21,Pending
REM-017863,VULN-028578,AST-05717,Enable backup,Resilience,41492,6,44.6,390478,Low,CTRL-0150,Requires vendor coordination,2026-09-24,Overdue
REM-017864,VULN-012503,AST-09704,Encrypt database,Data Protection,76873,9,18.6,1042227,Critical,CTRL-0007,Requires change approval,2026-09-24,Completed
REM-017865,VULN-029834,AST-06120,Apply least privilege,Identity,27754,18,30.5,188552,Low,CTRL-0327,Requires change approval,2026-10-02,Pending
REM-017866,VULN-021685,AST-04382,Increase monitoring,Monitoring,66542,16,21.7,904958,Medium,CTRL-0121,Requires budget approval,2026-10-04,Pending
REM-017867,VULN-025477,AST-01948,Apply least privilege,Identity,39998,16,31.5,446943,Medium,CTRL-0357,Requires downtime window,2026-09-28,Pending
REM-017868,VULN-012055,AST-07523,Disable account,Identity,1578,5,17.7,21365,High,CTRL-0253,Requires vendor coordination,2026-09-20,Pending
REM-017869,VULN-023941,AST-07739,Deploy EDR,Endpoint,58439,15,47.0,543507,Medium,CTRL-0289,Requires change approval,2026-10-02,In Progress
REM-017870,VULN-008019,AST-09460,Patch vulnerability,Patching,16313,8,68.6,132276,High,CTRL-0361,Requires downtime window,2026-09-24,Pending
REM-017871,VULN-018468,AST-08497,Upgrade firewall,Network,161849,26,26.5,2126179,High,CTRL-0084,Requires downtime window,2026-10-13,In Progress
REM-017872,VULN-008836,AST-02447,Fix cloud configuration,Cloud,10638,5,28.5,73939,High,CTRL-0008,Requires budget approval,2026-09-10,In Progress
REM-017873,VULN-017487,AST-03644,Patch vulnerability,Patching,11322,8,47.8,90333,Medium,CTRL-0291,Requires budget approval,2026-09-24,Completed
REM-017874,VULN-029390,AST-00542,Fix cloud configuration,Cloud,10600,8,33.2,147874,Critical,CTRL-0118,None,2026-09-17,Pending
REM-017875,VULN-025780,AST-04575,Deploy EDR,Endpoint,99432,11,48.0,818782,Low,CTRL-0272,Requires budget approval,2026-09-23,Pending
REM-017876,VULN-004308,AST-07949,Enable MFA,Identity,26204,16,47.5,261402,High,CTRL-0344,Requires downtime window,2026-09-28,Completed
REM-017877,VULN-026574,AST-03379,Disable account,Identity,2777,8,21.3,21795,Low,CTRL-0209,Requires vendor coordination,2026-09-22,In Progress
REM-017878,VULN-023637,AST-08150,Disable account,Identity,1850,1,19.1,19849,Medium,CTRL-0003,Requires budget approval,2026-09-19,In Progress
REM-017879,VULN-025240,AST-03809,Apply least privilege,Identity,37462,20,31.9,243541,Low,CTRL-0047,Requires budget approval,2026-09-25,Completed
REM-017880,VULN-029870,AST-04238,Increase monitoring,Monitoring,55957,7,21.9,510563,Low,CTRL-0147,Requires downtime window,2026-09-13,In Progress
REM-017881,VULN-012731,AST-01229,Fix cloud configuration,Cloud,8487,1,31.1,35945,Medium,CTRL-0074,None,2026-09-08,Completed
REM-017882,VULN-020417,AST-04550,Fix cloud configuration,Cloud,13611,1,27.6,68436,High,CTRL-0246,None,2026-09-12,Overdue
REM-017883,VULN-017612,AST-04610,Apply least privilege,Identity,32774,9,33.4,470920,Medium,CTRL-0321,Requires downtime window,2026-09-18,Completed
REM-017884,VULN-000132,AST-06298,Deploy EDR,Endpoint,118984,19,32.6,664699,Low,CTRL-0121,Requires vendor coordination,2026-09-27,Overdue
REM-017885,VULN-014893,AST-07113,Enable MFA,Identity,28939,15,30.4,200618,Medium,CTRL-0209,None,2026-09-30,Overdue
REM-017886,VULN-010959,AST-03868,Fix cloud configuration,Cloud,11278,6,27.6,125481,Low,CTRL-0363,Requires downtime window,2026-09-15,Pending
REM-017887,VULN-018862,AST-06053,Enable MFA,Identity,24264,15,34.7,313692,Medium,CTRL-0381,Requires downtime window,2026-09-28,Pending
REM-017888,VULN-001583,AST-03786,Enable backup,Resilience,44705,10,58.9,167121,High,CTRL-0139,Requires downtime window,2026-09-25,Completed
REM-017889,VULN-007894,AST-03998,Upgrade firewall,Network,206265,21,25.4,2828380,Low,CTRL-0060,Requires vendor coordination,2026-09-26,In Progress
REM-017890,VULN-010987,AST-01322,Increase monitoring,Monitoring,59257,10,22.1,566173,Medium,CTRL-0215,Requires downtime window,2026-09-16,Pending
REM-017891,VULN-009020,AST-01256,Disable account,Identity,2204,4,21.4,7625,High,CTRL-0265,Requires budget approval,2026-09-17,In Progress
REM-017892,VULN-005997,AST-04616,Enable backup,Resilience,38803,14,40.1,528229,Low,CTRL-0080,Requires budget approval,2026-09-25,Overdue
REM-017893,VULN-011508,AST-07615,Enable backup,Resilience,54606,13,51.3,571897,Medium,CTRL-0251,Requires vendor coordination,2026-09-29,Completed
REM-017894,VULN-028386,AST-05888,Enable MFA,Identity,22852,14,40.2,89338,Medium,CTRL-0256,Requires downtime window,2026-09-30,Pending
REM-017895,VULN-023093,AST-05403,Encrypt database,Data Protection,63193,11,28.7,543839,High,CTRL-0340,Requires downtime window,2026-09-22,Pending
REM-017896,VULN-012682,AST-01656,Increase monitoring,Monitoring,46416,16,23.5,468871,High,CTRL-0320,Requires vendor coordination,2026-10-01,In Progress
REM-017897,VULN-026659,AST-02621,Encrypt database,Data Protection,76900,14,27.3,377885,Low,CTRL-0357,Requires change approval,2026-09-30,Completed
REM-017898,VULN-013299,AST-07307,Upgrade firewall,Network,208494,30,23.5,1988363,Medium,CTRL-0289,None,2026-10-18,Completed
REM-017899,VULN-017293,AST-08912,Patch vulnerability,Patching,19651,6,57.9,231273,Medium,CTRL-0234,Requires vendor coordination,2026-09-20,In Progress
REM-017900,VULN-000159,AST-02118,Encrypt database,Data Protection,62739,13,23.0,781574,High,CTRL-0293,Requires budget approval,2026-09-24,Overdue
REM-017901,VULN-003329,AST-04040,Enable MFA,Identity,21257,15,41.8,271664,High,CTRL-0285,None,2026-09-29,Pending
REM-017902,VULN-017766,AST-00607,Deploy EDR,Endpoint,81752,21,50.9,719447,Low,CTRL-0155,Requires change approval,2026-10-04,In Progress
REM-017903,VULN-004739,AST-00995,Disable account,Identity,2982,11,23.1,44543,Critical,CTRL-0272,Requires budget approval,2026-09-16,Pending
REM-017904,VULN-001651,AST-07931,Network segmentation,Network,186330,29,38.8,1561839,High,CTRL-0231,Requires change approval,2026-10-11,Overdue
REM-017905,VULN-002929,AST-08665,Network segmentation,Network,148960,34,31.6,1973308,Medium,CTRL-0060,None,2026-10-10,Completed
REM-017906,VULN-027096,AST-06861,Patch vulnerability,Patching,10977,7,66.9,44210,Low,CTRL-0313,Requires vendor coordination,2026-09-22,Pending
REM-017907,VULN-012312,AST-09009,Upgrade firewall,Network,246067,27,34.4,1848551,High,CTRL-0026,Requires downtime window,2026-10-05,Pending
REM-017908,VULN-015620,AST-01910,Increase monitoring,Monitoring,41090,14,17.1,488611,Medium,CTRL-0278,None,2026-09-26,Completed
REM-017909,VULN-001580,AST-02000,Enable MFA,Identity,17023,11,29.9,141397,Medium,CTRL-0003,None,2026-09-29,Pending
REM-017910,VULN-005503,AST-05237,Increase monitoring,Monitoring,66080,17,21.3,798438,Low,CTRL-0267,Requires downtime window,2026-09-28,Pending
REM-017911,VULN-009315,AST-01613,Encrypt database,Data Protection,62429,13,20.1,243505,High,CTRL-0047,Requires budget approval,2026-09-24,Pending
REM-017912,VULN-016547,AST-08086,Disable account,Identity,2481,6,22.8,32427,High,CTRL-0090,Requires vendor coordination,2026-09-11,Pending
REM-017913,VULN-017114,AST-05876,Encrypt database,Data Protection,89855,7,21.0,518759,Low,CTRL-0206,Requires budget approval,2026-09-22,Pending
REM-017914,VULN-028859,AST-00151,Encrypt database,Data Protection,55930,9,24.2,571547,High,CTRL-0101,None,2026-09-17,In Progress
REM-017915,VULN-025306,AST-06440,Enable backup,Resilience,59968,8,53.2,328152,High,CTRL-0265,Requires vendor coordination,2026-09-14,Completed
REM-017916,VULN-010886,AST-00691,Disable account,Identity,2239,11,19.7,29983,Critical,CTRL-0117,Requires change approval,2026-09-22,Pending
REM-017917,VULN-002667,AST-08296,Fix cloud configuration,Cloud,11855,1,24.9,111899,Low,CTRL-0113,Requires vendor coordination,2026-09-17,Pending
REM-017918,VULN-005154,AST-02803,Network segmentation,Network,116387,38,25.3,1073441,High,CTRL-0017,Requires vendor coordination,2026-10-16,Pending
REM-017919,VULN-012375,AST-04120,Apply least privilege,Identity,21989,12,33.0,181083,Medium,CTRL-0254,Requires budget approval,2026-09-29,Completed
REM-017920,VULN-025331,AST-07167,Enable MFA,Identity,22074,12,40.6,244720,Medium,CTRL-0065,Requires vendor coordination,2026-09-19,In Progress
REM-017921,VULN-010895,AST-00106,Patch vulnerability,Patching,13406,3,61.6,151704,High,CTRL-0062,None,2026-09-09,Pending
REM-017922,VULN-006864,AST-05747,Apply least privilege,Identity,27904,20,27.3,361599,Medium,CTRL-0338,Requires vendor coordination,2026-10-06,Completed
REM-017923,VULN-001435,AST-05023,Patch vulnerability,Patching,19599,10,57.4,212529,Medium,CTRL-0185,Requires change approval,2026-09-19,Completed
REM-017924,VULN-006598,AST-00161,Upgrade firewall,Network,182186,20,24.0,1000069,High,CTRL-0082,Requires change approval,2026-10-01,Overdue
REM-017925,VULN-020368,AST-07656,Apply least privilege,Identity,27586,9,33.8,336652,Critical,CTRL-0203,Requires vendor coordination,2026-09-23,Completed
REM-017926,VULN-028388,AST-08267,Enable backup,Resilience,32749,9,56.2,420590,High,CTRL-0222,Requires downtime window,2026-09-20,Pending
REM-017927,VULN-018655,AST-04310,Enable MFA,Identity,22515,17,32.6,121342,Medium,CTRL-0307,Requires budget approval,2026-10-04,Overdue
REM-017928,VULN-023942,AST-09251,Network segmentation,Network,182257,27,30.5,575801,Low,CTRL-0340,None,2026-10-08,Completed
REM-017929,VULN-019399,AST-08162,Upgrade firewall,Network,244557,27,24.8,793347,Medium,CTRL-0236,None,2026-10-06,In Progress
REM-017930,VULN-001116,AST-04695,Upgrade firewall,Network,297927,29,21.2,2858168,Medium,CTRL-0317,None,2026-10-14,In Progress
REM-017931,VULN-018112,AST-08980,Deploy EDR,Endpoint,101724,18,35.1,990511,Medium,CTRL-0151,Requires change approval,2026-09-29,In Progress
REM-017932,VULN-018843,AST-04318,Enable backup,Resilience,40733,13,47.4,417843,High,CTRL-0164,Requires vendor coordination,2026-09-23,Completed
REM-017933,VULN-011324,AST-09651,Disable account,Identity,2714,7,14.7,32449,Low,CTRL-0317,Requires change approval,2026-09-19,Completed
REM-017934,VULN-018798,AST-08367,Enable backup,Resilience,46695,4,35.3,579547,Medium,CTRL-0256,Requires downtime window,2026-09-15,In Progress
REM-017935,VULN-010797,AST-04530,Apply least privilege,Identity,38528,9,27.6,504672,High,CTRL-0380,Requires budget approval,2026-09-20,Pending
REM-017936,VULN-028250,AST-03836,Patch vulnerability,Patching,11984,2,61.2,124947,High,CTRL-0130,None,2026-09-19,In Progress
REM-017937,VULN-022894,AST-00912,Upgrade firewall,Network,151720,29,25.3,2138368,High,CTRL-0316,Requires budget approval,2026-10-07,Pending
REM-017938,VULN-001271,AST-02586,Enable backup,Resilience,58506,10,51.2,837327,Medium,CTRL-0059,None,2026-09-17,Completed
REM-017939,VULN-013402,AST-03371,Encrypt database,Data Protection,86275,8,26.2,401223,High,CTRL-0221,Requires change approval,2026-09-24,Pending
REM-017940,VULN-016425,AST-00460,Enable backup,Resilience,37089,9,43.3,371108,Medium,CTRL-0375,Requires budget approval,2026-09-21,Overdue
REM-017941,VULN-019917,AST-05694,Encrypt database,Data Protection,75833,9,22.9,338063,Critical,CTRL-0170,Requires change approval,2026-09-18,In Progress
REM-017942,VULN-004493,AST-08461,Deploy EDR,Endpoint,103087,21,41.9,1158082,Low,CTRL-0160,Requires change approval,2026-10-04,Completed
REM-017943,VULN-018593,AST-04845,Enable backup,Resilience,49185,9,59.4,597239,Low,CTRL-0007,Requires downtime window,2026-09-14,In Progress
REM-017944,VULN-003521,AST-06751,Deploy EDR,Endpoint,102331,16,37.8,982782,Medium,CTRL-0157,Requires change approval,2026-09-24,In Progress
REM-017945,VULN-009317,AST-01998,Network segmentation,Network,144141,31,30.3,2101537,Medium,CTRL-0207,Requires vendor coordination,2026-10-05,Completed
REM-017946,VULN-029401,AST-08574,Increase monitoring,Monitoring,71294,9,15.7,1012982,Critical,CTRL-0142,None,2026-09-23,Pending
REM-017947,VULN-005868,AST-01789,Increase monitoring,Monitoring,64061,13,22.7,742243,Low,CTRL-0305,None,2026-09-18,Completed
